timestamp,test-class,test-method,time,description,result
2021-05-27 12:44:53.663,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,15306,"[1] recordIndex=0, title=TareaTEST1, start=2021/06/05 00:00, end=2021/08/07 16:00, workload=15.00, description=esto es algo, optionalLink=http://www.ejemplotest.org",OK
2021-05-27 12:45:02.117,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,8146,"[2] recordIndex=8, title=TareaTEST2, start=2021/11/09 00:00, end=2021/12/18 18:00, workload=15.00, description=esto es algo, optionalLink=null",OK
2021-05-27 12:45:07.819,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5386,"[1] recordIndex=0, title=null, start=null, end=null, workload=null, description=null, optionalLink=null",OK
2021-05-27 12:45:13.891,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5804,"[2] recordIndex=0, title=viagraTEST, start=2021/06/05 00:00, end=2021/08/07 16:00, workload=15.00, description=esto es algo, optionalLink=null",OK
2021-05-27 12:45:19.979,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5716,"[3] recordIndex=0, title=TareaTEST2, start=2021/11/09 00:00, end=2021/12/18 18:00, workload=15.00, description=esto es nigeria, optionalLink=null",OK
2021-05-27 12:45:26.107,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5768,"[4] recordIndex=0, title=TareaTEST3, start=2018/07/10 00:00, end=2018/07/10 18:00, workload=15.00, description=esto es algo, optionalLink=null",OK
2021-05-27 12:45:32.552,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,6099,"[5] recordIndex=0, title=TareaTEST4, start=2021/07/10 00:00, end=2018/07/10 18:00, workload=15.00, description=esto es algo, optionalLink=null",OK
2021-05-27 12:45:38.746,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5829,"[6] recordIndex=0, title=TareaTEST5, start=2021/07/10 00:00, end=2021/07/10 18:00, workload=19.00, description=esto es algo, optionalLink=null",OK
2021-05-27 12:45:44.817,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5741,"[7] recordIndex=0, title=TareaTEST5, start=2021/07/10 00:00, end=2021/07/10 18:00, workload=0.00, description=esto es algo, optionalLink=null",OK
2021-05-27 12:45:51.277,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,6127,"[8] recordIndex=0, title=TareaTEST5, start=2021/07/10 00:00, end=2021/07/10 18:00, workload=-1.00, description=esto es algo, optionalLink=null",OK
2021-05-27 12:46:11.668,acme.testing.manager.task.ManagerTaskListTest,listManagerTasks,6139,"[1] recordIndex=0, title=Tarea 8, start=2021/09/05 18:00, end=2021/09/07 18:00, workload=5.00, description=Esto es otra tarea, optionalLink=null, privacy=true",OK
2021-05-27 12:46:17.921,acme.testing.manager.task.ManagerTaskListTest,listManagerTasks,6002,"[2] recordIndex=1, title=Tarea 4, start=2021/09/08 18:00, end=2021/09/13 18:00, workload=9.00, description=Esto es otra tarea, optionalLink=null, privacy=false",OK
2021-05-27 12:46:24.247,acme.testing.manager.task.ManagerTaskListTest,listManagerTasks,6059,"[3] recordIndex=2, title=Tarea 1, start=2021/09/12 15:00, end=2021/09/13 15:00, workload=2.00, description=Esto es una tarea, optionalLink=http://www.example.org, privacy=true",OK
2021-05-27 12:46:30.472,acme.testing.manager.task.ManagerTaskListTest,listManagerTasks,5973,"[4] recordIndex=3, title=Tarea 2, start=2021/09/15 15:00, end=2021/09/17 15:00, workload=8.00, description=Esto es otra tarea, optionalLink=null, privacy=false",OK
2021-05-27 12:46:34.781,acme.testing.manager.task.ManagerTaskListTest,listAllNegative,4055,"[1] recordIndex=0, path=/anonymous/task/list",OK
2021-05-27 12:46:54.899,acme.testing.manager.task.ManagerTaskDeleteTest,deletePositive,8368,"[1] recordIndex=0, title=Tarea 4, start=2021/09/08 18:00, end=2021/09/13 18:00, workload=9.00, description=Esto es otra tarea, optionalLink=null",OK
2021-05-27 12:46:55.484,acme.testing.manager.task.ManagerTaskDeleteTest,deleteNegative,317,"[1] recordIndex=0, path=/manager/task/delete, query=id=17",OK
2021-05-27 12:47:37.535,acme.testing.manager.task.ManagerTaskShowTest,listAllNegative,30431,"[1] recordIndex=0, path=/Acme-Planner/manager/task/show, query=id=16",Cannot find 'By.className: text-danger'
