timestamp,test-class,test-method,time,description,result
2021-06-02 13:19:48.472,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,9593,"[1] recordIndex=0, title=T, start=2021/06/05 00:00, end=2021/08/07 16:00, workload=15.00, description=esto es algo, optionalLink=http://www.ejemplotest.org",OK
2021-06-02 13:19:58.152,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,9338,"[2] recordIndex=0, title=TareaTestTareaTestTareaTestTareaTestTareaTestTareaTestTareaTestTareaTestTareaTe, start=2021/06/05 00:00, end=2021/08/07 16:00, workload=15.00, description=esto es algo, optionalLink=http://www.ejemplotest.org",OK
2021-06-02 13:20:07.886,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,9395,"[3] recordIndex=9, title=TareaTEST3, start=2021/11/09 00:00, end=2021/12/18 18:00, workload=15.00, description=esto es algo, optionalLink=null",OK
2021-06-02 13:20:17.054,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,8824,"[4] recordIndex=9, title=TareaTEST4, start=2021/11/09 00:00, end=2021/12/18 18:00, workload=1.00, description=esto es algo, optionalLink=null",OK
2021-06-02 13:20:23.513,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,6146,"[5] recordIndex=11, title=TareaTEST5, start=2021/07/10 00:00, end=2021/07/10 18:00, workload=15.00, description=estoEsAlgoestoEsAlgoestoEsAlgoestoEsAlgoestoEsAlgoestoEsAlgoestoEsAlgoestoEsAlgoestoEsAlgoestoEsAlgoestoEsAlgoestoEsAlgoestooestoEsAlgoestoEsAlgoestoEsAlgoestoEsAlgoestoEsAlgoestoEsAlgoestoEsAlgoestoEsAlgoestoEsAlgoestoEsAlgoestoEsAlgoestoEsAlgoestoEsAlgo, optionalLink=null",Expected value 'TareaTEST5' in attribute 0 of record 11, but found 'TareaTEST3'
2021-06-02 13:20:33.454,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,9572,"[6] recordIndex=2, title=TareaTEST6, start=2021/07/10 00:00, end=2021/07/10 18:00, workload=15.00, description=esto es algo, optionalLink=http://www.ejemplotest.org",OK
2021-06-02 13:20:39.402,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5608,"[1] recordIndex=0, title=null, start=null, end=null, workload=null, description=null, optionalLink=null",OK
