timestamp,test-class,test-method,time,description,result
2021-05-31 18:25:47.196,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,10688,"[1] recordIndex=0, title=T, start=2021/06/05 00:00, end=2021/08/07 16:00, workload=15.00, description=esto es algo, optionalLink=http://www.ejemplotest.org",OK
2021-05-31 18:25:57.113,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,9505,"[2] recordIndex=0, title=TareaTestTareaTestTareaTestTareaTestTareaTestTareaTestTareaTestTareaTestTareaTe, start=2021/06/05 00:00, end=2021/08/07 16:00, workload=15.00, description=esto es algo, optionalLink=http://www.ejemplotest.org",OK
2021-05-31 18:26:04.182,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,6687,"[3] recordIndex=2, title=TareaTEST2, start=2021/11/09 00:00, end=2021/12/18 18:00, workload=15.00, description=esto es algo, optionalLink=null",Expected value 'TareaTEST2' in attribute 0 of record 2, but found 'Tarea 8'
2021-05-31 18:26:11.361,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,6762,"[4] recordIndex=3, title=TareaTEST3, start=2021/11/09 00:00, end=2021/12/18 18:00, workload=15.00, description=esto es algo, optionalLink=null",Expected value 'TareaTEST3' in attribute 0 of record 3, but found 'Tarea 4'
2021-05-31 18:26:18.549,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,6793,"[5] recordIndex=4, title=TareaTEST4, start=2021/11/09 00:00, end=2021/12/18 18:00, workload=1.00, description=esto es algo, optionalLink=null",Expected value 'TareaTEST4' in attribute 0 of record 4, but found 'Tarea 1'
2021-05-31 18:26:24.907,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,5939,"[6] recordIndex=5, title=TareaTEST5, start=2021/07/10 00:00, end=2021/07/10 18:00, workload=15.00, description=estoEsAlgoestoEsAlgoestoEsAlgoestoEsAlgoestoEsAlgoestoEsAlgoestoEsAlgoestoEsAlgoestoEsAlgoestoEsAlgoestoEsAlgoestoEsAlgoestoEsAlgoestoEsAlgoestoEsAlgoestoEsAlgoestoEsAlgoestoEsAlgoestoEsAlgoestoEsAlgoestoEsAlgoestoEsAlgoestoEsAlgoestoEsAlgoestoEsAlgoestoEsAlgoestoEsAlgoestoEsAlgoestoEsAlgoestoEsAlgoestoEsAlgoestoEsAlgoestoEsAlgoestoEsAlgoestoEsAlgoestoEsAlgoestoEsAlgoestoEsAlgoestoEsAlgoestoEsAlgoestoEsAlgoestoEsAlgoestoEsAlgoestoEsAlgoestoEsAlgoestoEsAlgoestoEsAlgoestoEsAlgoestoEsAlgoestoEsAlgoestoEsAlgoe…, optionalLink=null",Expected value 'TareaTEST5' in attribute 0 of record 5, but found 'Tarea 2'
2021-05-31 18:26:31.031,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,5729,"[7] recordIndex=6, title=TareaTEST6, start=2021/07/10 00:00, end=2018/07/10 18:00, workload=15.00, description=esto es algo, optionalLink=http://www.ejemplotest.org",Expected value 'TareaTEST6' in attribute 0 of record 6, but found 'Tarea 3'
2021-05-31 18:26:36.98,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5564,"[1] recordIndex=0, title=null, start=null, end=null, workload=null, description=null, optionalLink=null",OK
2021-05-31 18:26:43.03,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5645,"[2] recordIndex=1, title=null, start=2021/06/05 00:00, end=2021/08/07 16:00, workload=15.00, description=esto es algo, optionalLink=null",OK
2021-05-31 18:26:49.08,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5679,"[3] recordIndex=2, title=TareaTestTareaTestTareaTestTareaTestTareaTestTareaTestTareaTestTareaTestTareaTest, start=2021/06/05 00:00, end=2021/08/07 16:00, workload=15.00, description=esto es algo, optionalLink=null",OK
2021-05-31 18:26:55.292,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5827,"[4] recordIndex=3, title=viagraTEST, start=2021/06/05 00:00, end=2021/08/07 16:00, workload=15.00, description=esto es algo, optionalLink=null",OK
2021-05-31 18:27:01.39,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5709,"[5] recordIndex=4, title=TareaTEST2, start=null, end=2021/12/18 18:00, workload=15.00, description=esto es algo, optionalLink=null",OK
2021-05-31 18:27:07.488,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5714,"[6] recordIndex=5, title=TareaTEST3, start=2018/07/10 00:00, end=null, workload=15.00, description=esto es algo, optionalLink=null",OK
2021-05-31 18:27:13.574,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5729,"[7] recordIndex=6, title=TareaTEST3, start=2018/07/10 00:00, end=2018/07/09 18:00, workload=15.00, description=esto es algo, optionalLink=null",OK
2021-05-31 18:27:19.973,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5916,"[8] recordIndex=7, title=TareaTEST4, start=2021/07/10 00:00, end=2018/07/10 18:00, workload=null, description=esto es algo, optionalLink=null",OK
